City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
229,Narasannapeta,IN,2022-08-01 07:28:10,18.4167,84.05,91.58,60,100,7.58,overcast clouds
230,Port Hueneme,US,2022-08-01 07:28:10,34.1478,-119.1951,80.24,88,75,6.91,broken clouds
231,Shache,CN,2022-08-01 07:28:10,38.4167,77.2406,84.04,27,100,11.3,overcast clouds
232,Cervo,ES,2022-08-01 07:28:11,43.6702,-7.4101,68.97,87,98,13.56,overcast clouds
233,Pevek,RU,2022-08-01 07:28:11,69.7008,170.3133,55.4,49,0,10.16,clear sky
234,Zaragoza,ES,2022-08-01 07:28:11,41.6561,-0.8773,73.85,69,0,14.97,clear sky
235,Krosno Odrzanskie,PL,2022-08-01 07:28:12,52.0549,15.0988,71.78,80,86,8.34,overcast clouds
236,Necochea,AR,2022-08-01 07:28:12,-38.5473,-58.7368,48.88,84,100,7.25,light rain
237,Port Hardy,CA,2022-08-01 07:28:13,50.6996,-127.4199,60.98,94,100,2.3,overcast clouds
238,Rudnogorsk,RU,2022-08-01 07:28:13,57.2639,103.7519,74.26,70,46,5.82,light rain
239,Faanui,PF,2022-08-01 07:28:13,-16.4833,-151.75,78.37,72,70,26.89,light rain
240,Klyuchi,RU,2022-08-01 07:28:14,52.2667,79.1667,79.84,42,81,4.83,broken clouds
241,Saint-Joseph,RE,2022-08-01 07:28:14,-21.3667,55.6167,74.21,65,1,0.58,clear sky
242,Neiafu,TO,2022-08-01 07:28:15,-18.65,-173.9833,78.42,82,43,14.12,scattered clouds
243,Mayo,US,2022-08-01 07:24:46,38.8876,-76.5119,73.94,92,100,4.61,overcast clouds
244,Munsingen,DE,2022-08-01 07:28:15,48.4113,9.497,69.69,66,5,5.75,clear sky
245,Galesong,ID,2022-08-01 07:28:16,-5.3166,119.3661,87.82,73,84,5.95,broken clouds
246,Cockburn Town,TC,2022-08-01 07:28:16,21.4612,-71.1419,82.29,80,84,17.45,broken clouds
247,Saint Anthony,US,2022-08-01 07:28:16,45.0205,-93.218,72.55,82,40,14.97,scattered clouds
248,Innisfail,AU,2022-08-01 07:28:17,-17.5333,146.0333,70.56,89,99,7.67,overcast clouds
249,Kouroussa,GN,2022-08-01 07:28:17,10.65,-9.8833,69.42,98,100,3.53,moderate rain
250,Imbituba,BR,2022-08-01 07:28:18,-28.24,-48.6703,59.86,99,0,7.58,clear sky
251,San Patricio,US,2022-08-01 07:28:18,28.017,-97.5169,84.09,70,10,9.78,clear sky
252,Krasnoselkup,RU,2022-08-01 07:28:19,65.7,82.4667,60.4,44,5,24.92,clear sky
253,Nara,JP,2022-08-01 07:28:19,34.6851,135.8049,96.49,32,100,8.97,overcast clouds
254,San Rafael,AR,2022-08-01 07:28:19,-34.6177,-68.3301,46.47,43,80,3.27,broken clouds
255,Price,US,2022-08-01 07:28:20,39.5994,-110.8107,74.46,49,20,8.05,few clouds
256,Saskylakh,RU,2022-08-01 07:28:20,71.9167,114.0833,47.73,78,100,9.1,overcast clouds
257,Naze,JP,2022-08-01 07:28:20,28.3667,129.4833,81.52,79,51,13.85,broken clouds
258,Kamenka,RU,2022-08-01 07:28:21,51.3223,42.7678,76.42,44,33,12.39,scattered clouds
259,Okitipupa,NG,2022-08-01 07:28:21,6.5047,4.7839,73.53,93,100,6.06,light rain
260,Bethel,US,2022-08-01 07:28:22,41.3712,-73.414,71.91,93,100,4.61,moderate rain
261,Coihaique,CL,2022-08-01 07:28:22,-45.5752,-72.0662,34.41,80,0,5.75,clear sky
262,Bandundu,CD,2022-08-01 07:28:22,-3.3167,17.3667,79.7,51,5,6.22,clear sky
263,Zaoyang,CN,2022-08-01 07:28:23,32.1272,112.7542,93.94,46,38,6.38,scattered clouds
264,Jackson,US,2022-08-01 07:28:23,42.4165,-122.8345,84.07,45,0,3.44,clear sky
265,Flin Flon,CA,2022-08-01 07:28:23,54.7682,-101.865,49.59,89,6,4.99,clear sky
266,Kazachinskoye,RU,2022-08-01 07:28:24,57.6953,93.2761,67.55,77,100,8.41,overcast clouds
267,Kawalu,ID,2022-08-01 07:28:24,-7.3817,108.2082,90.05,40,89,5.59,overcast clouds
268,Sembe,CG,2022-08-01 07:28:24,1.6481,14.5806,73.99,75,84,4.68,broken clouds
269,Ukiah,US,2022-08-01 07:28:25,39.1502,-123.2078,73.29,73,0,0.0,clear sky
270,Salamanca,ES,2022-08-01 07:23:35,40.8333,-6.0,73.62,30,0,8.37,clear sky
271,Coquimbo,CL,2022-08-01 07:28:25,-29.9533,-71.3436,49.73,100,100,4.61,overcast clouds
272,Kimbe,PG,2022-08-01 07:29:26,-5.5502,150.1429,82.63,78,97,0.98,light rain
273,Noumea,NC,2022-08-01 07:29:26,-22.2763,166.4572,72.0,99,100,11.56,overcast clouds
274,Pumiao,CN,2022-08-01 07:29:27,22.75,108.4833,95.4,41,37,8.68,scattered clouds
275,Eyemouth,GB,2022-08-01 07:29:27,55.8713,-2.0901,59.23,82,77,5.86,broken clouds
276,Christchurch,NZ,2022-08-01 07:28:08,-43.5333,172.6333,43.41,74,10,4.61,clear sky
277,Huarmey,PE,2022-08-01 07:29:28,-10.0681,-78.1522,61.79,89,38,8.77,scattered clouds
278,Urusha,RU,2022-08-01 07:29:28,54.05,122.9,82.18,40,58,7.7,broken clouds
279,Darhan,MN,2022-08-01 07:29:28,49.4867,105.9228,87.31,32,14,5.08,few clouds
280,Gubkinskiy,RU,2022-08-01 07:29:29,64.434,76.5026,62.94,45,6,20.96,clear sky
281,San,ML,2022-08-01 07:29:29,13.3034,-4.8956,72.72,85,100,17.05,moderate rain
282,Aksu,CN,2022-08-01 07:29:30,41.1231,80.2644,85.73,29,100,3.29,overcast clouds
283,Shirvan,AZ,2022-08-01 07:29:30,39.9509,48.8994,89.62,32,26,5.17,scattered clouds
284,Altay,CN,2022-08-01 07:29:31,47.8667,88.1167,81.61,26,51,16.06,broken clouds
285,Tilichiki,RU,2022-08-01 07:29:31,60.4667,166.1,55.69,70,5,8.72,clear sky
286,San Pedro,PH,2022-08-01 07:29:32,14.35,121.0167,86.36,87,75,6.91,broken clouds
287,Klaksvik,FO,2022-08-01 07:29:32,62.2266,-6.589,50.92,76,76,10.74,broken clouds
288,Flinders,AU,2022-08-01 07:29:33,-34.5833,150.8552,62.19,50,0,7.0,clear sky
289,Whitianga,NZ,2022-08-01 07:29:34,-36.8333,175.7,50.02,83,0,5.3,clear sky
290,Nizhneangarsk,RU,2022-08-01 07:29:34,55.7833,109.55,54.05,96,100,2.04,overcast clouds
291,Hambantota,LK,2022-08-01 07:29:34,6.1241,81.1185,79.14,94,75,20.71,broken clouds
292,Flic En Flac,MU,2022-08-01 07:29:35,-20.2742,57.3631,75.76,69,31,9.33,scattered clouds
293,Paamiut,GL,2022-08-01 07:29:35,61.994,-49.6678,44.62,91,100,7.29,overcast clouds
294,Dunedin,NZ,2022-08-01 07:29:36,-45.8742,170.5036,48.79,74,100,1.01,light rain
295,Itarema,BR,2022-08-01 07:29:36,-2.9248,-39.9167,74.86,89,9,12.8,clear sky
296,Marzuq,YE,2022-08-01 07:29:37,14.4,46.4667,81.03,51,0,6.82,clear sky
297,San Quintin,MX,2022-08-01 07:29:37,30.4833,-115.95,69.57,80,18,5.57,few clouds
298,Yulara,AU,2022-08-01 07:29:38,-25.2406,130.9889,74.48,25,100,5.21,overcast clouds
299,Waspan,NI,2022-08-01 07:29:38,14.7419,-83.9717,73.87,98,66,2.71,broken clouds
300,Nizwa,OM,2022-08-01 07:29:39,22.9333,57.5333,90.66,49,29,4.32,scattered clouds
301,Matamoros,MX,2022-08-01 07:29:39,25.5333,-103.25,74.14,45,13,7.49,few clouds
302,Ancud,CL,2022-08-01 07:29:39,-41.8697,-73.8203,41.23,85,100,1.79,overcast clouds
303,Nanortalik,GL,2022-08-01 07:29:40,60.1432,-45.2371,46.09,94,100,7.74,overcast clouds
304,Matehuala,MX,2022-08-01 07:29:40,23.65,-100.65,64.4,82,33,9.15,scattered clouds
305,Burnie,AU,2022-08-01 07:29:41,-41.0667,145.9167,50.94,74,48,20.07,light rain
306,Awjilah,LY,2022-08-01 07:29:41,29.1081,21.2869,85.53,43,0,8.59,clear sky
307,Nome,US,2022-08-01 07:24:59,64.5011,-165.4064,57.27,73,100,6.91,overcast clouds
308,Adrar,MR,2022-08-01 07:29:42,20.5022,-10.0711,86.58,46,89,16.51,overcast clouds
309,Odiongan,PH,2022-08-01 07:29:42,12.4017,121.9919,84.09,74,100,13.13,overcast clouds
310,Hobyo,SO,2022-08-01 07:29:43,5.3505,48.5268,81.43,67,9,23.8,clear sky
311,Colan,PA,2022-08-01 07:29:43,7.5873,-80.2296,76.01,89,100,5.41,overcast clouds
312,Dikson,RU,2022-08-01 07:29:43,73.5069,80.5464,42.15,96,100,13.29,overcast clouds
313,Tonj,SS,2022-08-01 07:29:44,7.2737,28.6822,68.86,99,100,5.12,moderate rain
314,Murgab,TM,2022-08-01 07:29:44,37.4966,61.9714,96.67,30,0,0.0,clear sky
315,Sioux Lookout,CA,2022-08-01 07:29:45,50.1001,-91.917,55.47,100,100,9.22,overcast clouds
316,Balikpapan,ID,2022-08-01 07:29:45,-1.2675,116.8289,81.59,89,20,5.75,light rain
317,Syamzha,RU,2022-08-01 07:30:46,60.0158,41.0614,68.18,52,51,5.86,broken clouds
318,Rantepao,ID,2022-08-01 07:30:46,-2.9701,119.8978,72.14,94,100,1.16,light rain
319,Horki,BY,2022-08-01 07:30:46,54.2861,30.9842,71.87,65,43,12.3,scattered clouds
320,Acari,PE,2022-08-01 07:30:47,-15.4311,-74.6158,60.26,73,32,1.83,scattered clouds
321,Gari,RU,2022-08-01 07:30:47,59.4307,62.3497,70.65,41,100,10.25,overcast clouds
322,Camocim,BR,2022-08-01 07:30:47,-2.9022,-40.8411,74.41,90,41,12.88,scattered clouds
323,Black Diamond,US,2022-08-01 07:30:07,47.3087,-122.0032,74.39,72,6,1.01,clear sky
324,Qingdao,CN,2022-08-01 07:29:35,36.0986,120.3719,89.2,66,75,8.95,broken clouds
325,Cap Malheureux,MU,2022-08-01 07:30:48,-19.9842,57.6142,74.46,67,38,8.99,scattered clouds
326,Fairview,US,2022-08-01 07:30:20,40.8126,-73.999,72.72,86,100,9.22,heavy intensity rain
327,North Platte,US,2022-08-01 07:28:03,41.1239,-100.7654,71.38,67,0,3.44,clear sky
328,Hyderabad,IN,2022-08-01 07:29:22,17.3753,78.4744,79.21,94,75,4.61,broken clouds
329,Brae,GB,2022-08-01 07:30:49,60.3964,-1.353,54.84,74,83,12.64,broken clouds
330,Taltal,CL,2022-08-01 07:30:20,-25.4,-70.4833,54.88,87,34,1.12,scattered clouds
331,Manjacaze,MZ,2022-08-01 07:30:50,-24.7117,33.8828,70.65,73,67,15.43,light rain
332,Condado,CU,2022-08-01 07:30:50,21.8767,-79.8403,76.35,94,28,6.69,scattered clouds
333,Kavaratti,IN,2022-08-01 07:30:51,10.5669,72.642,77.18,88,100,26.08,moderate rain
334,Cotonou,BJ,2022-08-01 07:30:51,6.3654,2.4183,75.18,88,75,8.05,broken clouds
335,Geraldton,AU,2022-08-01 07:30:51,-28.7667,114.6,63.01,100,100,21.85,overcast clouds
336,Kirakira,SB,2022-08-01 07:30:52,-10.4544,161.9205,79.02,85,21,7.81,few clouds
337,Lovozero,RU,2022-08-01 07:30:52,68.005,35.0117,61.48,71,100,3.85,overcast clouds
338,Grand Gaube,MU,2022-08-01 07:30:52,-20.0064,57.6608,75.6,67,29,8.99,scattered clouds
339,Donji Milanovac,RS,2022-08-01 07:30:53,44.4627,22.1523,75.85,46,3,13.62,clear sky
340,Los Llanos De Aridane,ES,2022-08-01 07:30:53,28.6585,-17.9182,67.75,95,40,12.66,scattered clouds
341,Manakara,MG,2022-08-01 07:30:53,-22.1333,48.0167,74.84,64,3,5.19,clear sky
342,Qiongshan,CN,2022-08-01 07:30:54,20.0058,110.3542,94.98,55,40,13.42,scattered clouds
343,Erzin,TR,2022-08-01 07:30:54,36.9559,36.2,89.02,52,5,6.91,clear sky
344,Plouzane,FR,2022-08-01 07:30:55,48.3833,-4.6167,62.92,94,100,5.75,overcast clouds
345,Dingle,PH,2022-08-01 07:29:53,10.9995,122.6711,84.2,76,100,4.14,overcast clouds
346,Kushima,JP,2022-08-01 07:30:55,31.4583,131.2333,83.95,80,18,8.86,few clouds
347,Floro,NO,2022-08-01 07:30:56,61.5996,5.0328,56.23,67,40,6.91,scattered clouds
348,Vaitape,PF,2022-08-01 07:30:56,-16.5167,-151.75,78.55,70,87,25.97,overcast clouds
349,Bam,IR,2022-08-01 07:30:56,29.106,58.357,98.08,15,12,14.5,few clouds
350,Esperance,AU,2022-08-01 07:30:57,-33.8667,121.9,55.24,81,100,25.55,moderate rain
351,Kahului,US,2022-08-01 07:27:57,20.8947,-156.47,78.82,76,100,11.5,overcast clouds
352,Kjollefjord,NO,2022-08-01 07:30:57,70.9457,27.3465,64.22,68,40,6.91,scattered clouds
353,Svetlogorsk,BY,2022-08-01 07:30:58,52.6333,29.7333,75.92,47,100,11.01,overcast clouds
354,Dong Hoi,VN,2022-08-01 07:27:54,17.4833,106.6,86.61,69,99,9.91,overcast clouds
355,Malazgirt,TR,2022-08-01 07:30:58,39.1427,42.5401,88.63,15,0,5.35,clear sky
356,Burriana,ES,2022-08-01 07:30:59,39.889,-0.085,83.95,77,0,2.98,clear sky
357,Biltine,TD,2022-08-01 07:30:59,14.5333,20.9167,80.8,67,82,16.06,light rain
358,Algiers,DZ,2022-08-01 07:29:43,36.7525,3.042,78.62,78,40,3.44,scattered clouds
359,Palmer,US,2022-08-01 07:30:01,42.1584,-72.3287,72.01,79,75,5.75,light intensity drizzle
360,Storforshei,NO,2022-08-01 07:31:00,66.4043,14.5233,58.78,76,75,3.44,broken clouds
361,Dali,CN,2022-08-01 07:31:00,25.7,100.1833,72.05,78,99,2.64,overcast clouds
362,Aquiraz,BR,2022-08-01 07:31:00,-3.9014,-38.3911,77.09,88,83,12.01,broken clouds
363,Turan,VN,2022-08-01 07:26:55,16.0678,108.2208,93.18,52,20,11.5,few clouds
364,Trincomalee,LK,2022-08-01 07:31:01,8.5711,81.2335,87.06,67,99,17.85,overcast clouds
365,Makakilo City,US,2022-08-01 07:31:01,21.3469,-158.0858,77.32,64,100,13.8,overcast clouds
366,Santiago De Cao,PE,2022-08-01 07:31:02,-7.9589,-79.2392,59.13,88,25,4.61,mist
367,Imperia,IT,2022-08-01 07:32:02,43.9667,7.7833,81.95,39,0,4.36,clear sky
368,Touros,BR,2022-08-01 07:32:03,-5.1989,-35.4608,75.54,82,12,12.73,few clouds
369,Rapid Valley,US,2022-08-01 07:32:03,44.0625,-103.1463,72.63,58,0,5.99,clear sky
370,Rio Gallegos,AR,2022-08-01 07:32:03,-51.6226,-69.2181,39.25,65,75,10.36,broken clouds
371,Nadym,RU,2022-08-01 07:32:04,65.5333,72.5167,66.85,43,4,13.22,clear sky
372,Kishi,NG,2022-08-01 07:32:04,9.0833,3.85,72.75,84,99,9.91,overcast clouds
373,Lebu,CL,2022-08-01 07:32:05,-37.6167,-73.65,44.83,85,9,6.89,clear sky
374,Bentiu,SS,2022-08-01 07:32:05,9.2333,29.8333,76.15,85,95,9.62,light rain
375,Severnyy,RU,2022-08-01 07:32:06,50.677,36.5532,75.24,46,0,8.95,clear sky
376,Tezu,IN,2022-08-01 07:32:06,27.9167,96.1667,80.06,94,95,1.12,overcast clouds
377,Yuancheng,CN,2022-08-01 07:32:06,36.652,107.7896,88.25,39,99,13.73,overcast clouds
378,Halacho,MX,2022-08-01 07:32:07,20.4833,-90.0833,73.94,86,14,4.14,few clouds
379,Meadow Lake,US,2022-08-01 07:32:07,34.8014,-106.5436,75.11,51,22,4.21,few clouds
380,Bereznik,RU,2022-08-01 07:32:07,62.8551,42.7072,67.8,58,8,6.8,clear sky
381,Nago,JP,2022-08-01 07:32:08,26.5881,127.9761,85.05,79,48,11.34,scattered clouds
382,Portland,US,2022-08-01 07:32:08,45.5234,-122.6762,79.48,63,40,4.61,scattered clouds
383,Hualmay,PE,2022-08-01 07:32:09,-11.0964,-77.6139,60.66,86,51,6.58,broken clouds
384,Borda Da Mata,BR,2022-08-01 07:32:09,-22.2742,-46.1653,52.18,58,0,2.28,clear sky
385,Tiznit,MA,2022-08-01 07:32:09,29.5833,-9.5,91.78,21,94,3.83,overcast clouds
386,Podosinovets,RU,2022-08-01 07:32:10,60.2776,47.0659,70.74,51,0,6.02,clear sky
387,Vilhena,BR,2022-08-01 07:32:10,-12.7406,-60.1458,64.51,58,8,3.22,clear sky
388,Shasta Lake,US,2022-08-01 07:32:10,40.6804,-122.3708,81.32,52,100,1.59,overcast clouds
389,Ocos,GT,2022-08-01 07:32:11,14.5094,-92.1933,77.18,76,99,2.62,overcast clouds
390,Verkhoyansk,RU,2022-08-01 07:32:11,67.5447,133.385,78.67,50,100,15.95,overcast clouds
391,Bella Union,UY,2022-08-01 07:32:12,-30.2752,-57.6007,48.88,89,0,4.43,clear sky
392,Tyukalinsk,RU,2022-08-01 07:32:12,55.8732,72.1967,69.98,57,52,13.98,broken clouds
393,Diaz,PH,2022-08-01 07:32:13,15.8463,120.8347,82.26,81,100,2.1,overcast clouds
394,Chulym,RU,2022-08-01 07:32:13,55.0997,80.9572,60.53,92,100,12.62,light rain
395,China,MX,2022-08-01 07:32:14,25.7,-99.2333,79.12,75,0,11.07,clear sky
396,Ucluelet,CA,2022-08-01 07:32:14,48.9329,-125.5528,60.1,92,75,0.2,broken clouds
397,Somers,US,2022-08-01 07:32:14,42.6403,-87.9104,73.56,77,20,8.05,few clouds
398,Warrnambool,AU,2022-08-01 07:32:15,-38.3833,142.4833,53.94,73,14,19.04,few clouds
399,Mocuba,MZ,2022-08-01 07:32:15,-16.8392,36.9856,70.95,79,100,2.98,overcast clouds
400,Nata,PA,2022-08-01 07:32:16,8.3333,-80.5167,75.25,86,98,2.04,overcast clouds
401,Katghora,IN,2022-08-01 07:32:16,22.5,82.55,92.43,49,100,2.8,moderate rain
402,Tecpan,GT,2022-08-01 07:32:16,14.7623,-90.9947,55.62,96,84,5.91,broken clouds
403,Maragogi,BR,2022-08-01 07:32:17,-9.0122,-35.2225,73.96,83,31,10.67,scattered clouds
404,Vostok,RU,2022-08-01 07:32:17,46.4856,135.8833,73.62,81,100,3.11,overcast clouds
405,San Jose,US,2022-08-01 07:30:30,37.3394,-121.895,68.68,82,75,6.91,broken clouds
406,Axim,GH,2022-08-01 07:32:18,4.8699,-2.2405,75.15,77,100,12.37,overcast clouds
407,Lac-Megantic,CA,2022-08-01 07:32:18,45.5834,-70.8823,59.81,85,100,4.65,overcast clouds
408,Lorengau,PG,2022-08-01 07:32:18,-2.0226,147.2712,81.52,81,93,9.62,overcast clouds
409,Wamba,NG,2022-08-01 07:32:19,8.9333,8.6,71.49,95,100,2.04,light rain
410,Garowe,SO,2022-08-01 07:32:19,8.4054,48.4845,87.46,37,23,28.54,few clouds
411,Samandag,TR,2022-08-01 07:32:20,36.0842,35.9771,88.32,58,26,8.14,scattered clouds
412,Moura,PT,2022-08-01 07:32:20,38.1401,-7.4486,64.51,31,0,3.58,clear sky
413,Mineral Wells,US,2022-08-01 07:32:20,32.8085,-98.1128,87.66,42,0,9.22,clear sky
414,Yumen,CN,2022-08-01 07:33:21,40.2833,97.2,85.68,27,100,10.47,overcast clouds
415,Adzope,CI,2022-08-01 07:33:21,6.1069,-3.8619,71.46,89,100,3.96,overcast clouds
416,Saint-Jean-Port-Joli,CA,2022-08-01 07:33:22,47.2171,-70.2658,70.48,86,100,15.93,overcast clouds
417,Pacific Grove,US,2022-08-01 07:33:22,36.6177,-121.9166,63.25,88,0,3.44,clear sky
418,Port Elizabeth,ZA,2022-08-01 07:33:22,-33.918,25.5701,55.31,70,0,6.91,clear sky
419,Cordoba,AR,2022-08-01 07:33:17,-31.4135,-64.1811,43.65,65,0,3.44,clear sky
420,Senneterre,CA,2022-08-01 07:33:23,48.3835,-77.2328,59.22,79,10,7.61,clear sky
421,Barsovo,RU,2022-08-01 07:33:24,61.1667,73.1667,66.33,41,0,13.11,clear sky
422,Guozhen,CN,2022-08-01 07:33:24,34.3659,107.359,94.35,46,39,12.46,scattered clouds
423,Purgstall,AT,2022-08-01 07:33:25,48.0584,15.1348,71.74,77,75,8.88,broken clouds
424,Vila Franca Do Campo,PT,2022-08-01 07:33:25,37.7167,-25.4333,70.21,79,5,3.27,clear sky
425,Fuling,CN,2022-08-01 07:33:26,29.7022,107.3919,95.29,49,18,4.25,few clouds
426,Severobaykalsk,RU,2022-08-01 07:33:26,55.65,109.3167,56.25,91,97,1.99,overcast clouds
427,Buchanan,LR,2022-08-01 07:33:27,5.8808,-10.0467,75.88,84,100,9.33,light rain
428,Luderitz,NA,2022-08-01 07:33:27,-26.6481,15.1594,55.85,72,37,14.16,scattered clouds
429,Labuhan,ID,2022-08-01 07:33:27,-6.8844,112.2051,85.5,62,96,11.07,overcast clouds
430,Vilyuysk,RU,2022-08-01 07:33:28,63.7553,121.6247,80.02,58,98,8.08,overcast clouds
431,Nouadhibou,MR,2022-08-01 07:33:28,20.931,-17.0347,71.58,94,1,8.05,clear sky
432,Anadyr,RU,2022-08-01 07:33:29,64.75,177.4833,57.7,58,0,4.47,clear sky
433,Kulhudhuffushi,MV,2022-08-01 07:33:29,6.6221,73.07,81.55,67,100,24.63,moderate rain
434,Grindavik,IS,2022-08-01 07:33:30,63.8424,-22.4338,48.67,76,75,16.11,broken clouds
435,Ust-Maya,RU,2022-08-01 07:33:30,60.4167,134.5333,79.95,49,89,15.46,overcast clouds
436,Prado,BR,2022-08-01 07:30:15,-17.3411,-39.2208,70.59,89,74,7.43,broken clouds
437,Vestmannaeyjar,IS,2022-08-01 07:33:30,63.4427,-20.2734,47.39,76,40,14.97,scattered clouds
438,Annau,TM,2022-08-01 07:33:31,37.8876,58.516,78.3,57,75,11.5,light intensity shower rain
439,Dembi Dolo,ET,2022-08-01 07:33:31,8.5333,34.8,59.05,95,100,3.27,light rain
440,Sapernoye,RU,2022-08-01 07:33:32,60.7167,29.9505,73.65,46,100,6.33,overcast clouds
441,San Vicente,AR,2022-08-01 07:33:32,-26.6167,-54.1333,54.91,70,59,1.54,broken clouds
442,Fairbanks,US,2022-08-01 07:30:03,64.8378,-147.7164,62.56,82,100,3.44,overcast clouds
443,Sechelt,CA,2022-08-01 07:30:47,49.4664,-123.7694,75.2,67,13,1.45,few clouds
444,Alexandria,EG,2022-08-01 07:30:04,31.2156,29.9553,85.96,58,40,10.36,scattered clouds
445,Westport,US,2022-08-01 07:33:33,41.1415,-73.3579,74.79,91,100,6.91,heavy intensity rain
446,Morro Bay,US,2022-08-01 07:33:33,35.3658,-120.8499,74.25,81,40,1.77,scattered clouds
447,Pamfila,GR,2022-08-01 07:33:34,39.1567,26.5217,84.09,57,0,11.5,clear sky
448,Pontian Kecil,MY,2022-08-01 07:33:34,1.4801,103.3899,88.12,69,100,6.38,light rain
449,Saint Pete Beach,US,2022-08-01 07:30:04,27.7253,-82.7412,83.28,74,0,13.8,clear sky
450,Nelson Bay,AU,2022-08-01 07:33:35,-32.7167,152.15,64.0,85,2,7.0,clear sky
451,Jacareacanga,BR,2022-08-01 07:33:35,-6.2222,-57.7528,71.13,87,85,1.41,overcast clouds
452,Alberdi,AR,2022-08-01 07:33:36,-32.8899,-60.6906,53.08,91,0,1.14,light rain
453,Las Vegas,US,2022-08-01 07:31:32,36.175,-115.1372,83.08,59,0,8.05,clear sky
454,Narsaq,GL,2022-08-01 07:33:37,60.9167,-46.05,48.42,92,100,3.42,overcast clouds
455,Lander,US,2022-08-01 07:33:37,42.833,-108.7307,75.6,40,0,4.61,clear sky
456,Inyonga,TZ,2022-08-01 07:33:38,-6.7167,32.0667,77.94,41,61,7.9,broken clouds
457,Northam,GB,2022-08-01 07:33:38,51.0333,-4.2167,62.38,98,100,4.54,overcast clouds
458,Kloulklubed,PW,2022-08-01 07:33:39,7.0419,134.2556,75.7,78,100,14.65,heavy intensity rain
